,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-02-10),近12月累積營收年增率連2個月增加(2022-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('9941裕融', 9)",1590亞德客-KY,1590亞德客-KY,3680家登,1590亞德客-KY,1590亞德客-KY,2330台積電,2330台積電,1104環泥,6589台康生技,1723中碳,2059川湖,3680家登,,,,,,,,
1,"('5347世界', 9)",2395研華,2395研華,1590亞德客-KY,1723中碳,1723中碳,2308台達電,6505台塑化,1234黑松,2618長榮航,3019亞光,6531愛普,1590亞德客-KY,,,,,,,,
2,"('5274信驊', 8)",2345智邦,2542興富發,1723中碳,3532台勝科,3532台勝科,2303聯電,2303聯電,1504東元,6547高端疫苗,2368金像電,3006晶豪科,6589台康生技,,,,,,,,
3,"('3035智原', 8)",9940信義,9940信義,3532台勝科,2395研華,2395研華,2881富邦金,2886兆豐金,2239英利-KY,1710東聯,3006晶豪科,1808潤隆,2345智邦,,,,,,,,
4,"('4966譜瑞-KY', 7)",6121新普,6409旭隼,2395研華,2345智邦,2542興富發,2886兆豐金,2891中信金,2312金寶,3707漢磊,6147頎邦,6147頎邦,2891中信金,,,,,,,,
5,"('6488環球晶', 7)",2404漢唐,5269祥碩,2345智邦,6409旭隼,9940信義,1216統一,2884玉山金,2362藍天,2539櫻花建,2408南亞科,2408南亞科,2324仁寶,,,,,,,,
6,"('8086宏捷科', 7)",6409旭隼,9911櫻花,2891中信金,5269祥碩,1726永記,2891中信金,6488環球晶,2387精元,2103台橡,3010華立,5471松翰,9940信義,,,,,,,,
7,"('8069元太', 7)",5269祥碩,2449京元電子,2542興富發,5904寶雅,2404漢唐,2382廣達,2912統一超,2883開發金,6533晶心科,3450聯鈞,4919新唐,2634漢翔,,,,,,,,
8,"('1604聲寶', 7)",9911櫻花,5904寶雅,2324仁寶,6196帆宣,6409旭隼,6488環球晶,5347世界,2923鼎固-KY,4414如興,6223旺矽,9941裕融,2201裕隆,,,,,,,,
9,"('2330台積電', 7)",2015豐興,6488環球晶,1309台達化,6488環球晶,5269祥碩,2912統一超,2801彰銀,5531鄉林,1903士紙,2023燁輝,2615萬海,6121新普,,,,,,,,
10,"('3023信邦', 7)",5904寶雅,6464台數科,9940信義,8917欣泰,9911櫻花,2395研華,4938和碩,,3016嘉晶,9941裕融,8415大國鋼,2618長榮航,,,,,,,,
11,"('2379瑞昱', 7)",6488環球晶,4157太景*-KY,2634漢翔,2059川湖,2449京元電子,1101台泥,2633台灣高鐵,,1444力麗,2379瑞昱,2379瑞昱,4438廣越,,,,,,,,
12,"('5904寶雅', 7)",8917欣泰,2308台達電,6121新普,1234黑松,2015豐興,5347世界,2603長榮,,1314中石化,2344華邦電,6182合晶,6282康舒,,,,,,,,
13,"('6643M31', 7)",2308台達電,1789神隆,1726永記,2308台達電,1103嘉泥,4938和碩,2887台新金,,4142國光生,1604聲寶,2344華邦電,5269祥碩,,,,,,,,
14,"('8081致新', 7)",8299群聯,2408南亞科,3019亞光,1789神隆,5904寶雅,2633台灣高鐵,3037欣興,,2501國建,2103台橡,6257矽格,9911櫻花,,,,,,,,
15,"('6146耕興', 7)",6176瑞儀,9925新保,2404漢唐,2328廣宇,6488環球晶,2345智邦,6669緯穎,,,3189景碩,8358金居,2449京元電子,,,,,,,,
16,"('5287數字', 7)",8464億豐,8464億豐,4438廣越,6592和潤企業,6464台數科,1102亞泥,2888新光金,,,6257矽格,8081致新,2015豐興,,,,,,,,
17,"('1722台肥', 6)",3010華立,3228金麗科,6282康舒,2515中工,8917欣泰,2883開發金,5483中美晶,,,8358金居,2027大成鋼,1103嘉泥,,,,,,,,
18,"('6411晶焱', 6)",2330台積電,2330台積電,6409旭隼,1785光洋科,2368金像電,3037欣興,9904寶成,,,8081致新,4961天鈺,5904寶雅,,,,,,,,
19,"('2395研華', 6)",5471松翰,5471松翰,5269祥碩,3450聯鈞,2059川湖,6669緯穎,3231緯創,,,2027大成鋼,2481強茂,2362藍天,,,,,,,,
20,"('9908大台北', 6)",8436大江,8436大江,9911櫻花,2330台積電,6531愛普,2888新光金,4743合一,,,8131福懋科,6415矽力-KY,2880華南金,,,,,,,,
21,"('3030德律', 6)",2707晶華,4919新唐,2105正新,2009第一銅,3413京鼎,2377微星,6239力成,,,2481強茂,2303聯電,6464台數科,,,,,,,,
22,"('3533嘉澤', 6)",3529力旺,6223旺矽,2449京元電子,1229聯華,2104國際中橡,8464億豐,2834臺企銀,,,6548長科*,2603長榮,2059川湖,,,,,,,,
