,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-10-10),近12月累積營收年增率連2個月增加(2021-10-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('5347世界', 9)",9917中保科,9917中保科,9917中保科,1319東陽,9917中保科,6505台塑化,6505台塑化,1714和桐,1319東陽,3481群創,8299群聯,9917中保科,,,,,,,,
1,"('6488環球晶', 8)",5306桂盟,5306桂盟,5306桂盟,5269祥碩,5306桂盟,1301台塑,2412中華電,2204中華,3552同致,2002中鋼,1907永豐餘,4935茂林-KY,,,,,,,,
2,"('3152璟德', 8)",2313華通,4174浩鼎,4935茂林-KY,3552同致,8039台虹,2303聯電,1301台塑,2363矽統,6177達麗,1303南亞,3481群創,2313華通,,,,,,,,
3,"('2455全新', 8)",2377微星,5269祥碩,2313華通,6271同欣電,2368金像電,1303南亞,2303聯電,2409友達,8255朋程,1723中碳,1303南亞,2368金像電,,,,,,,,
4,"('8086宏捷科', 8)",5269祥碩,6177達麗,8039台虹,8255朋程,6451訊芯-KY,1326台化,1303南亞,2511太子,3481群創,2454聯發科,8942森鉅,6451訊芯-KY,,,,,,,,
5,"('8016矽創', 8)",8299群聯,1216統一,2368金像電,1536和大,3264欣銓,2002中鋼,1326台化,2515中工,2002中鋼,2375凱美,2454聯發科,3264欣銓,,,,,,,,
6,"('1301台塑', 7)",8070長華*,6472保瑞,6451訊芯-KY,2059川湖,5269祥碩,3045台灣大,2002中鋼,2820華票,1536和大,9938百和,5471松翰,4174浩鼎,,,,,,,,
7,"('8255朋程', 7)",2597潤弘,8255朋程,2377微星,3529力旺,8299群聯,2884玉山金,1216統一,2838聯邦銀,2355敬鵬,8046南電,1903士紙,3552同致,,,,,,,,
8,"('3049和鑫', 7)",1216統一,4506崇友,1319東陽,3037欣興,6271同欣電,6488環球晶,3711日月光投控,2845遠東銀,4157太景*-KY,8150南茂,2511太子,6271同欣電,,,,,,,,
9,"('5007三星', 7)",4915致伸,3529力旺,5269祥碩,3105穩懋,2204中華,2892第一金,3045台灣大,3481群創,2231為升,4961天鈺,8081致新,2597潤弘,,,,,,,,
10,"('2379瑞昱', 7)",9937全國,8406金可-KY,8299群聯,1519華城,1907永豐餘,2408南亞科,2884玉山金,4958臻鼎-KY,1903士紙,2027大成鋼,9904寶成,2010春源,,,,,,,,
11,"('6182合晶', 7)",6472保瑞,2428興勤,6271同欣電,1789神隆,6472保瑞,2880華南金,6488環球晶,6116彩晶,1909榮成,8016矽創,2327國巨,2204中華,,,,,,,,
12,"('3105穩懋', 7)",4506崇友,2408南亞科,6177達麗,6561是方,4506崇友,5871中租-KY,2892第一金,6414樺漢,2104國際中橡,2014中鴻,2603長榮,2489瑞軒,,,,,,,,
13,"('4105東洋', 7)",3529力旺,3005神基,8070長華*,2912統一超,2059川湖,3034聯詠,2408南亞科,,1305華夏,2103台橡,2379瑞昱,9937全國,,,,,,,,
14,"('2534宏盛', 7)",2428興勤,2540愛山林,2597潤弘,2614東森,3529力旺,5347世界,2395研華,,6244茂迪,8112至上,8046南電,5820日盛金,,,,,,,,
15,"('3045台灣大', 7)",3005神基,2492華新科,1310台苯,1723中碳,1303南亞,2801彰銀,2880華南金,,1314中石化,8404百和興業-KY,2609陽明,8255朋程,,,,,,,,
16,"('1707葡萄王', 7)",2492華新科,3030德律,1532勤美,8917欣泰,8406金可-KY,2603長榮,3034聯詠,,1710東聯,6582申豐,3034聯詠,1536和大,,,,,,,,
17,"('5483中美晶', 7)",9914美利達,3105穩懋,2010春源,2231為升,8942森鉅,1402遠東新,4904遠傳,,2027大成鋼,2637慧洋-KY,4961天鈺,2059川湖,,,,,,,,
18,"('5425台半', 7)",3030德律,1789神隆,1216統一,2330台積電,2428興勤,3105穩懋,5347世界,,1307三芳,5347世界,2027大成鋼,3529力旺,,,,,,,,
19,"('3131弘塑', 7)",2108南帝,6561是方,2331精英,3653健策,2408南亞科,2887台新金,2801彰銀,,6605帝寶,1773勝一,8016矽創,8406金可-KY,,,,,,,,
