,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-09-30),連續三年EPS均大於0且近一季EPS也大於0(2022-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-09-30),近6月累積營收年增率連2個月增加(2023-01-10),近12月累積營收年增率連2個月增加(2023-01-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-09-30),ROE連續三季成長，且近一季ROE>10%(2022-09-30),毛利率連續三季成長，且近一季毛利率>25%(2022-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('3529力旺', 9)",2383台光電,5478智冠,2383台光電,2912統一超,2383台光電,3045台灣大,2412中華電,1304台聚,2727王品,3023信邦,2330台積電,1519華城,,,,,,,,
1,"('6472保瑞', 9)",4927泰鼎-KY,3030德律,1723中碳,9937全國,1723中碳,2207和泰車,2308台達電,1314中石化,2501國建,9904寶成,2308台達電,1702南僑,,,,,,,,
2,"('2308台達電', 8)",6669緯穎,2912統一超,2834臺企銀,3023信邦,2027大成鋼,5880合庫金,2207和泰車,1444力麗,3576聯合再生,6803崑鼎,6409旭隼,6592和潤企業,,,,,,,,
3,"('3661世芯-KY', 8)",3030德律,9911櫻花,4927泰鼎-KY,2227裕日車,5534長虹,1101台泥,2912統一超,2010春源,9958世紀鋼,2330台積電,1256鮮活果汁-KY,1444力麗,,,,,,,,
4,"('2520冠德', 7)",2912統一超,4128中天,5478智冠,2886兆豐金,5478智冠,2801彰銀,5880合庫金,2312金寶,6166凌華,2059川湖,2303聯電,3217優群,,,,,,,,
5,"('1795美時', 7)",9937全國,6411晶焱,2881富邦金,2707晶華,3030德律,5876上海商銀,1101台泥,2357華碩,6443元晶,1256鮮活果汁-KY,3189景碩,2727王品,,,,,,,,
6,"('1256鮮活果汁-KY', 7)",8150南茂,2108南帝,6669緯穎,1711永光,1301台塑,2474可成,2801彰銀,2387精元,4157太景*-KY,2303聯電,4968立積,2367燿華,,,,,,,,
7,"('2707晶華', 7)",9911櫻花,8415大國鋼,3030德律,2634漢翔,8150南茂,8454富邦媒,5876上海商銀,2474可成,1307三芳,3653健策,6561是方,6116彩晶,,,,,,,,
8,"('1476儒鴻', 7)",3023信邦,8464億豐,9933中鼎,2308台達電,9911櫻花,2227裕日車,2633台灣高鐵,2511太子,4142國光生,4551智伸科,6488環球晶,2392正崴,,,,,,,,
9,"('3653健策', 7)",6411晶焱,3014聯陽,1301台塑,6409旭隼,3023信邦,2354鴻準,2345智邦,2515中工,9943好樂迪,9802鈺齊-KY,9908大台北,8070長華*,,,,,,,,
10,"('3023信邦', 7)",2108南帝,4919新唐,2912統一超,1256鮮活果汁-KY,6411晶焱,9914美利達,2474可成,2812台中銀,6451訊芯-KY,3017奇鋐,8046南電,2915潤泰全,,,,,,,,
11,"('6561是方', 7)",8464億豐,2727王品,1503士電,1201味全,2108南帝,2371大同,5269祥碩,2834臺企銀,2367燿華,5425台半,1476儒鴻,8210勤誠,,,,,,,,
12,"('5904寶雅', 6)",6278台表科,2344華邦電,2354鴻準,3661世芯-KY,8415大國鋼,9945潤泰新,2227裕日車,2836高雄銀,9910豐泰,8069元太,2903遠百,8454富邦媒,,,,,,,,
13,"('3227原相', 6)",2227裕日車,8404百和興業-KY,9937全國,2340光磊,8464億豐,2542興富發,2354鴻準,2855統一證,8462柏文,3450聯鈞,3022威強電,8404百和興業-KY,,,,,,,,
14,"('2474可成', 6)",6803崑鼎,2330台積電,8150南茂,3653健策,1229聯華,1802台玻,9914美利達,2897王道銀行,6153嘉聯益,3532台勝科,5289宜鼎,3665貿聯-KY,,,,,,,,
15,"('6533晶心科', 6)",2439美律,5306桂盟,9911櫻花,9958世紀鋼,3374精材,2923鼎固-KY,6121新普,3450聯鈞,2545皇翔,6472保瑞,6146耕興,2542興富發,,,,,,,,
16,"('9914美利達', 6)",3014聯陽,6582申豐,3023信邦,5274信驊,2227裕日車,3023信邦,2371大同,3706神達,1110東泥,1476儒鴻,3413京鼎,1310台苯,,,,,,,,
17,"('4968立積', 6)",2330台積電,4966譜瑞-KY,6411晶焱,6443元晶,6803崑鼎,3293鈊象,9945潤泰新,4935茂林-KY,2388威盛,3529力旺,3037欣興,2524京城,,,,,,,,
18,"('6643M31', 6)",6456GIS-KY,2059川湖,2108南帝,8917欣泰,2504國產,2376技嘉,5903全家,5469瀚宇博,2239英利-KY,2356英業達,2607榮運,1312國喬,,,,,,,,
19,"('6464台數科', 6)",5306桂盟,2547日勝生,8415大國鋼,2887台新金,6756威鋒電子,3529力旺,5904寶雅,5536聖暉,3552同致,6548長科*,6533晶心科,5536聖暉,,,,,,,,
20,"('8255朋程', 6)",4966譜瑞-KY,2707晶華,8464億豐,1789神隆,3014聯陽,2809京城銀,2923鼎固-KY,6605帝寶,,3022威強電,2498宏達電,2340光磊,,,,,,,,
21,"('4551智伸科', 6)",2059川湖,2379瑞昱,9904寶成,3380明泰,1104環泥,6116彩晶,3532台勝科,,,1216統一,,1582信錦,,,,,,,,
22,"('6409旭隼', 6)",3005神基,8482商億-KY,1229聯華,6561是方,4919新唐,1210大成,3023信邦,,,6146耕興,,2451創見,,,,,,,,
23,"('3680家登', 6)",2707晶華,3705永信,6278台表科,4576大銀微系統,2344華邦電,3661世芯-KY,3374精材,,,4904遠傳,,3380明泰,,,,,,,,
24,"('3152璟德', 6)",6121新普,2534宏盛,3374精材,8069元太,2330台積電,3576聯合再生,3529力旺,,,3376新日興,,9914美利達,,,,,,,,
25,"('8069元太', 6)",2379瑞昱,9925新保,2227裕日車,6244茂迪,2104國際中橡,2845遠東銀,2201裕隆,,,8039台虹,,6188廣明,,,,,,,,
26,"('9941裕融', 6)",8482商億-KY,2308台達電,6803崑鼎,6643M31,5306桂盟,3152璟德,2404漢唐,,,9945潤泰新,,1218泰山,,,,,,,,
