,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-01-10),近12月累積營收年增率連2個月增加(2022-01-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('5347世界', 9)",3078僑威,1789神隆,2328廣宇,2328廣宇,1104環泥,2303聯電,2330台積電,1103嘉泥,2501國建,6223旺矽,2474可成,1789神隆,,,,,,,,
1,"('9941裕融', 9)",2428興勤,2723美食-KY,1789神隆,1789神隆,5469瀚宇博,2886兆豐金,6505台塑化,1409新纖,1710東聯,2375凱美,6147頎邦,2886兆豐金,,,,,,,,
2,"('5274信驊', 8)",9930中聯資源,1102亞泥,1104環泥,2886兆豐金,1304台聚,1216統一,2303聯電,2312金寶,2539櫻花建,3019亞光,3034聯詠,9930中聯資源,,,,,,,,
3,"('6510精測', 7)",1476儒鴻,6223旺矽,5469瀚宇博,1476儒鴻,4935茂林-KY,2891中信金,1326台化,2888新光金,2618長榮航,6239力成,2049上銀,5508永信建,,,,,,,,
4,"('1604聲寶', 7)",9938百和,4123晟德,1304台聚,1234黑松,1102亞泥,2884玉山金,2881富邦金,5469瀚宇博,4414如興,6147頎邦,9941裕融,2885元大金,,,,,,,,
5,"('8415大國鋼', 7)",3227原相,2428興勤,2723美食-KY,3019亞光,6223旺矽,2382廣達,2002中鋼,5530龍巖,1314中石化,2023燁輝,9908大台北,3227原相,,,,,,,,
6,"('5904寶雅', 7)",2404漢唐,1476儒鴻,2501國建,6579研揚,3078僑威,6488環球晶,1216統一,,1444力麗,3034聯詠,8086宏捷科,1218泰山,,,,,,,,
7,"('8070長華*', 7)",2345智邦,5508永信建,2886兆豐金,3037欣興,2428興勤,2395研華,2891中信金,,3016嘉晶,6548長科*,1201味全,6147頎邦,,,,,,,,
8,"('4966譜瑞-KY', 7)",6239力成,9938百和,4935茂林-KY,2345智邦,1476儒鴻,5347世界,2884玉山金,,2103台橡,9941裕融,3042晶技,8299群聯,,,,,,,,
9,"('8069元太', 7)",8299群聯,3227原相,1102亞泥,1218泰山,2474可成,4938和碩,6488環球晶,,4142國光生,5289宜鼎,4919新唐,6670復盛應用,,,,,,,,
