,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-03-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-03-31),連續三年EPS均大於0且近一季EPS也大於0(2022-03-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-03-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-03-31),近6月累積營收年增率連2個月增加(2022-05-10),近12月累積營收年增率連2個月增加(2022-05-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-03-31),ROE連續三季成長，且近一季ROE>10%(2022-03-31),毛利率連續三季成長，且近一季毛利率>25%(2022-03-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2330台積電', 11)",3596智易,2454聯發科,2454聯發科,3443創意,2454聯發科,2330台積電,2330台積電,1589永冠-KY,2610華航,2454聯發科,2454聯發科,,3630新鉅科,2454聯發科,3443創意,1103嘉泥,2912統一超,1303南亞,3481群創,
1,"('8069元太', 9)",3443創意,3443創意,1504東元,6533晶心科,8942森鉅,2454聯發科,2412中華電,2355敬鵬,3576聯合再生,9933中鼎,1560中砂,,2023燁輝,3630新鉅科,3533嘉澤,1104環泥,6121新普,2002中鋼,1598岱宇,
2,"('4904遠傳', 9)",9940信義,6533晶心科,3596智易,2633台灣高鐵,3443創意,2308台達電,2303聯電,2605新興,4438廣越,3035智原,8046南電,,6239力成,8942森鉅,3545敦泰,1218泰山,2634漢翔,2885元大金,,
3,"('6643M31', 9)",5287數字,9940信義,3443創意,3035智原,6533晶心科,2303聯電,3008大立光,2905三商,2618長榮航,1560中砂,2303聯電,,3045台灣大,1504東元,3661世芯-KY,1301台塑,2231為升,4938和碩,,
4,"('6223旺矽', 9)",8299群聯,5287數字,6533晶心科,3533嘉澤,9940信義,3008大立光,1216統一,4414如興,6589台康生技,3707漢磊,5483中美晶,,1304台聚,3596智易,2353宏碁,1303南亞,1319東陽,1102亞泥,,
5,"('3443創意', 8)",5289宜鼎,3035智原,9940信義,3045台灣大,5287數字,1216統一,2891中信金,4906正文,6177達麗,5274信驊,6472保瑞,,3530晶相光,3443創意,,1310台苯,4915致伸,2887台新金,,
6,"('5269祥碩', 8)",3533嘉澤,6510精測,2633台灣高鐵,2607榮運,3035智原,3711日月光投控,3711日月光投控,6605帝寶,,6182合晶,3189景碩,,2206三陽工業,6533晶心科,,1326台化,2905三商,2615萬海,,
7,"('2454聯發科', 8)",6239力成,5289宜鼎,5287數字,1560中砂,2049上銀,2207和泰車,3045台灣大,,,6223旺矽,2520冠德,,3014聯陽,9940信義,,1440南紡,4551智伸科,4743合一,,
8,"('3035智原', 8)",3045台灣大,3533嘉澤,9933中鼎,2634漢翔,8299群聯,2912統一超,4904遠傳,,,2201裕隆,2395研華,,2634漢翔,2633台灣高鐵,,1444力麗,9939宏全,2610華航,,
9,"('3661世芯-KY', 8)",4551智伸科,2614東森,3035智原,9958世紀鋼,6510精測,2379瑞昱,5347世界,,,2449京元電子,5534長虹,,9958世紀鋼,5287數字,,1476儒鴻,3552同致,3044健鼎,,
