,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-10-10),近12月累積營收年增率連2個月增加(2021-10-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2455全新', 10)",9917中保科,9917中保科,9917中保科,1319東陽,9917中保科,6505台塑化,6505台塑化,1312國喬,1319東陽,3481群創,8299群聯,9917中保科,9917中保科,9917中保科,8044網家,1201味全,2492華新科,2027大成鋼,2481強茂,1227佳格
1,"('6488環球晶', 10)",5306桂盟,5306桂盟,5306桂盟,5269祥碩,5306桂盟,1301台塑,2412中華電,1319東陽,3552同致,2002中鋼,1907永豐餘,4935茂林-KY,6271同欣電,5306桂盟,2915潤泰全,1536和大,2377微星,6213聯茂,,
2,"('5347世界', 10)",2313華通,4174浩鼎,4935茂林-KY,3552同致,8039台虹,2303聯電,1301台塑,1409新纖,6177達麗,1303南亞,3481群創,2313華通,5820日盛金,4935茂林-KY,9945潤泰新,1565精華,3231緯創,2520冠德,,
3,"('8086宏捷科', 9)",2377微星,5269祥碩,2313華通,6271同欣電,2368金像電,1303南亞,2303聯電,2323中環,8255朋程,1723中碳,1303南亞,6451訊芯-KY,1789神隆,2313華通,3596智易,1736喬山,2353宏碁,1305華夏,,
4,"('8016矽創', 9)",5269祥碩,6177達麗,8039台虹,8255朋程,6451訊芯-KY,1326台化,1303南亞,2354鴻準,3481群創,2454聯發科,8942森鉅,3552同致,2912統一超,8039台虹,2351順德,1785光洋科,1227佳格,2102泰豐,,
5,"('3152璟德', 9)",8299群聯,1216統一,2368金像電,1536和大,3264欣銓,2002中鋼,1326台化,2511太子,2002中鋼,2375凱美,2454聯發科,6271同欣電,1582信錦,2368金像電,2883開發金,2027大成鋼,6412群電,4306炎洲,,
6,"('1565精華', 9)",8070長華*,6472保瑞,6451訊芯-KY,2059川湖,5269祥碩,3045台灣大,2002中鋼,2515中工,1536和大,9938百和,5471松翰,2597潤弘,2820華票,6451訊芯-KY,,2308台達電,1440南紡,,,
7,"('6146耕興', 8)",2597潤弘,8255朋程,2377微星,3529力旺,8299群聯,2884玉山金,1216統一,2547日勝生,2355敬鵬,8046南電,1903士紙,2010春源,1903士紙,2377微星,,2345智邦,6414樺漢,,,
8,"('9917中保科', 8)",1216統一,4506崇友,1319東陽,3037欣興,6271同欣電,6488環球晶,3711日月光投控,3703欣陸,4157太景*-KY,8150南茂,2511太子,2489瑞軒,6153嘉聯益,1319東陽,,2352佳世達,6146耕興,,,
9,"('8255朋程', 8)",4915致伸,3529力旺,5269祥碩,3105穩懋,2204中華,2892第一金,3045台灣大,4532瑞智,2231為升,4961天鈺,8081致新,9937全國,8341日友,3264欣銓,,2355敬鵬,1409新纖,,,
10,"('5483中美晶', 8)",9937全國,8406金可-KY,8299群聯,1519華城,1907永豐餘,2408南亞科,2884玉山金,4958臻鼎-KY,1903士紙,2027大成鋼,9904寶成,5820日盛金,2337旺宏,4174浩鼎,,2356英業達,3680家登,,,
11,"('2027大成鋼', 8)",6472保瑞,2428興勤,6271同欣電,1789神隆,6472保瑞,2880華南金,6488環球晶,5530龍巖,1909榮成,8016矽創,2327國巨,8255朋程,2412中華電,5269祥碩,,2367燿華,3596智易,,,
12,"('2481強茂', 8)",4506崇友,2408南亞科,6177達麗,6561是方,4506崇友,5871中租-KY,2892第一金,5531鄉林,2104國際中橡,2014中鴻,2603長榮,1536和大,2301光寶科,2547日勝生,,2368金像電,5388中磊,,,
13,"('2351順德', 8)",3529力旺,3005神基,8070長華*,2912統一超,2059川湖,3034聯詠,2408南亞科,6414樺漢,1305華夏,2103台橡,2379瑞昱,2059川湖,2610華航,8299群聯,,2393億光,1773勝一,,,
14,"('1301台塑', 8)",2428興勤,2540愛山林,2597潤弘,2614東森,3529力旺,5347世界,2395研華,6605帝寶,6244茂迪,8112至上,8046南電,3529力旺,1717長興,3552同致,,2515中工,2511太子,,,
