,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2023-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2023-12-31),連續三年EPS均大於0且近一季EPS也大於0(2023-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2023-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2023-12-31),近6月累積營收年增率連2個月增加(2023-06-10),近12月累積營收年增率連2個月增加(2023-06-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2023-12-31),ROE連續三季成長，且近一季ROE>10%(2023-12-31),毛利率連續三季成長，且近一季毛利率>25%(2023-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('8081致新', 9)",6409旭隼,6576逸達,2812台中銀,3673TPK-KY,6409旭隼,2882國泰金,2886兆豐金,,2545皇翔,2360致茂,9908大台北,2812台中銀,2360致茂,2812台中銀,1560中砂,,,,,
1,"('5269祥碩', 9)",2360致茂,6409旭隼,3312弘憶股,,2360致茂,2886兆豐金,2207和泰車,,6177達麗,3014聯陽,1476儒鴻,6576逸達,2317鴻海,3312弘憶股,2836高雄銀,,,,,
2,"('6472保瑞', 8)",1565精華,2360致茂,6409旭隼,,9908大台北,2207和泰車,2884玉山金,,6120達運,1476儒鴻,6492生華科,3312弘憶股,2345智邦,6409旭隼,,,,,,
3,"('3014聯陽', 8)",3014聯陽,5531鄉林,2360致茂,,1565精華,2884玉山金,6488環球晶,,1515力山,2634漢翔,2340光磊,9908大台北,1216統一,2360致茂,,,,,,
4,"('2458義隆', 8)",1707葡萄王,2545皇翔,9908大台北,,3014聯陽,5880合庫金,5880合庫金,,4958臻鼎-KY,2031新光鋼,1903士紙,5531鄉林,2379瑞昱,9908大台北,,,,,,
5,"('8016矽創', 8)",2345智邦,3014聯陽,2317鴻海,,1707葡萄王,2885元大金,1101台泥,,6533晶心科,3090日電貿,9940信義,3014聯陽,3037欣興,2317鴻海,,,,,,
6,"('3034聯詠', 8)",3131弘塑,1707葡萄王,1565精華,,6239力成,3034聯詠,2885元大金,,1808潤隆,1537廣隆,1519華城,6239力成,1102亞泥,5531鄉林,,,,,,
7,"('3293鈊象', 8)",1476儒鴻,4576大銀微系統,2545皇翔,,1229聯華,4938和碩,2633台灣高鐵,,3545敦泰,6472保瑞,6284佳邦,8086宏捷科,3034聯詠,1565精華,,,,,,
8,"('3563牧德', 8)",2379瑞昱,2727王品,3014聯陽,,2345智邦,3105穩懋,5269祥碩,,9938百和,2377微星,3552同致,1785光洋科,2049上銀,1103嘉泥,,,,,,
9,"('2540愛山林', 7)",1560中砂,4128中天,1707葡萄王,,6177達麗,2409友達,2227裕日車,,2923鼎固-KY,5269祥碩,2451創見,4943康控-KY,5269祥碩,2545皇翔,,,,,,
10,"('4137麗豐-KY', 7)",2597潤弘,3131弘塑,6239力成,,3131弘塑,1102亞泥,2610華航,,6446藥華藥,6732昇佳電子,3059華晶科,1229聯華,2395研華,3014聯陽,,,,,,
11,"('3661世芯-KY', 7)",6176瑞儀,1476儒鴻,4576大銀微系統,,1476儒鴻,3481群創,2618長榮航,,1802台玻,2458義隆,4766南寶,2345智邦,8299群聯,1707葡萄王,,,,,,
12,"('6488環球晶', 7)",6561是方,1216統一,8086宏捷科,,2379瑞昱,5269祥碩,2371大同,,4142國光生,3661世芯-KY,2417圓剛,6177達麗,2347聯強,6239力成,,,,,,
13,"('2395研華', 7)",3037欣興,2379瑞昱,1785光洋科,,2548華固,2377微星,2542興富發,,,2428興勤,2458義隆,3703欣陸,1402遠東新,4576大銀微系統,,,,,,
14,"('3005神基', 7)",6531愛普,2548華固,1229聯華,,1560中砂,4743合一,5903全家,,,4438廣越,2363矽統,3450聯鈞,2105正新,8086宏捷科,,,,,,
15,"('1808潤隆', 7)",9802鈺齊-KY,1560中砂,2345智邦,,6464台數科,2227裕日車,5904寶雅,,,2915潤泰全,2421建準,1216統一,3045台灣大,2727王品,,,,,,
16,"('6277宏正', 7)",3017奇鋐,6464台數科,6177達麗,,2412中華電,2354鴻準,1802台玻,,,1215卜蜂,1702南僑,6504南六,2603長榮,3049和鑫,,,,,,
17,"('1702南僑', 7)",5904寶雅,2412中華電,3131弘塑,,1723中碳,2610華航,3023信邦,,,8081致新,2501國建,1560中砂,,1785光洋科,,,,,,
18,"('3023信邦', 7)",5287數字,5478智冠,3703欣陸,,6176瑞儀,2618長榮航,3293鈊象,,,4506崇友,4919新唐,2387精元,,4943康控-KY,,,,,,
19,"('2360致茂', 7)",8046南電,6561是方,1476儒鴻,,5478智冠,2542興富發,2376技嘉,,,1590亞德客-KY,2498宏達電,4147中裕,,1229聯華,,,,,,
20,"('5904寶雅', 7)",9911櫻花,4966譜瑞-KY,1216統一,,6561是方,1227佳格,2809京城銀,,,,3705永信,9930中聯資源,,2345智邦,,,,,,
21,"('1795美時', 7)",3023信邦,2913農林,2379瑞昱,,4966譜瑞-KY,1229聯華,2812台中銀,,,,1736喬山,1723中碳,,6177達麗,,,,,,
22,"('1519華城', 7)",3217優群,5871中租-KY,2823中壽,,1513中興電,1802台玻,6592和潤企業,,,,4961天鈺,6176瑞儀,,3703欣陸,,,,,,
23,"('1590亞德客-KY', 7)",6488環球晶,3035智原,2548華固,,5871中租-KY,3293鈊象,2201裕隆,,,,8081致新,4306炎洲,,3450聯鈞,,,,,,
