,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-06-30),連續三年EPS均大於0且近一季EPS也大於0(2021-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-06-30),近6月累積營收年增率連2個月增加(2021-10-10),近12月累積營收年增率連2個月增加(2021-10-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-06-30),ROE連續三季成長，且近一季ROE>10%(2021-06-30),毛利率連續三季成長，且近一季毛利率>25%(2021-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2534宏盛', 11)",5287數字,5287數字,5469瀚宇博,6146耕興,5469瀚宇博,6505台塑化,6505台塑化,1102亞泥,1319東陽,3481群創,2603長榮,5287數字,5269祥碩,9917中保科,8255朋程,1303南亞,1326台化,2609陽明,2014中鴻,3231緯創
1,"('2455全新', 11)",5871中租-KY,2417圓剛,2886兆豐金,6491晶碩,5287數字,1301台塑,2412中華電,1315達新,3481群創,2027大成鋼,2401凌陽,2417圓剛,6271同欣電,5306桂盟,3037欣興,1304台聚,5876上海商銀,2542興富發,3530晶相光,
2,"('3653健策', 11)",6146耕興,5871中租-KY,5287數字,8044網家,2417圓剛,2303聯電,1301台塑,1319東陽,2027大成鋼,8112至上,8081致新,2892第一金,1532勤美,4935茂林-KY,2108南帝,1309台達化,2890永豐金,2027大成鋼,,
3,"('6488環球晶', 10)",3005神基,6146耕興,2417圓剛,1319東陽,5871中租-KY,1303南亞,2303聯電,1434福懋,2231為升,5007三星,3481群創,6146耕興,8255朋程,2313華通,4968立積,1313聯成,9904寶成,2915潤泰全,,
4,"('8255朋程', 10)",6274台燿,3005神基,2892第一金,6751智聯服務,6146耕興,1326台化,1303南亞,1504東元,2002中鋼,2002中鋼,2027大成鋼,6491晶碩,1303南亞,8039台虹,3653健策,1444力麗,2347聯強,8415大國鋼,,
5,"('1303南亞', 10)",3227原相,3227原相,5871中租-KY,2401凌陽,6491晶碩,2002中鋼,1326台化,1532勤美,3552同致,8415大國鋼,2379瑞昱,8044網家,1304台聚,2368金像電,3443創意,1598岱宇,2353宏碁,2023燁輝,,
6,"('2915潤泰全', 10)",3078僑威,2401凌陽,6146耕興,3529力旺,3005神基,3045台灣大,2002中鋼,1907永豐餘,6177達麗,3152璟德,1808潤隆,3017奇鋐,2912統一超,6451訊芯-KY,2915潤泰全,1714和桐,2385群光,4142國光生,,
7,"('5347世界', 10)",3529力旺,3529力旺,3211順達,5243乙盛-KY,6274台燿,2884玉山金,1216統一,2312金寶,6505台塑化,8150南茂,2481強茂,2401凌陽,3706神達,2377微星,2881富邦金,2002中鋼,3044健鼎,9908大台北,,
8,"('8086宏捷科', 10)",8422可寧衛,8422可寧衛,2889國票金,8086宏捷科,3217優群,6488環球晶,3711日月光投控,2355敬鵬,4438廣越,4961天鈺,8415大國鋼,2897王道銀行,9941裕融,1319東陽,2027大成鋼,2010春源,2542興富發,1104環泥,,
9,"('5425台半', 10)",8081致新,8081致新,3005神基,1507永大,2603長榮,2892第一金,3045台灣大,2367燿華,3049和鑫,2347聯強,3152璟德,3529力旺,3665貿聯-KY,3264欣銓,6548長科*,2014中鴻,1227佳格,1103嘉泥,,
