,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-07-10),近12月累積營收年增率連2個月增加(2022-07-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2330台積電', 8)",2227裕日車,2913農林,6005群益證,2227裕日車,2227裕日車,2330台積電,2330台積電,1234黑松,6589台康生技,3035智原,3189景碩,2913農林,,,,,,,,
1,"('1560中砂', 8)",5306桂盟,6166凌華,2227裕日車,1614三洋電,5306桂盟,2317鴻海,2412中華電,1589永冠-KY,2618長榮航,9933中鼎,2395研華,2227裕日車,,,,,,,,
2,"('5274信驊', 8)",9910豐泰,5306桂盟,6166凌華,2395研華,2542興富發,2308台達電,2303聯電,2201裕隆,3576聯合再生,6223旺矽,5347世界,6166凌華,,,,,,,,
3,"('3035智原', 8)",9937全國,2542興富發,5306桂盟,4576大銀微系統,3189景碩,2303聯電,3008大立光,2354鴻準,4438廣越,2201裕隆,2520冠德,5306桂盟,,,,,,,,
4,"('6643M31', 8)",2707晶華,2707晶華,2542興富發,2634漢翔,2478大毅,3008大立光,1216統一,2362藍天,2610華航,1560中砂,2344華邦電,2478大毅,,,,,,,,
5,"('2520冠德', 7)",2395研華,6589台康生技,2478大毅,5243乙盛-KY,2707晶華,3711日月光投控,2891中信金,2417圓剛,6177達麗,3037欣興,6472保瑞,2035唐榮,,,,,,,,
6,"('5347世界', 7)",4927泰鼎-KY,2395研華,9910豐泰,6409旭隼,2395研華,2912統一超,3711日月光投控,2605新興,,2449京元電子,2498宏達電,6589台康生技,,,,,,,,
7,"('3529力旺', 7)",6278台表科,6180橘子,9937全國,2308台達電,6180橘子,2892第一金,2892第一金,2867三商壽,,2454聯發科,5530龍巖,1614三洋電,,,,,,,,
8,"('5269祥碩', 7)",6180橘子,9938百和,2707晶華,3035智原,6202盛群,2379瑞昱,2880華南金,2887台新金,,3707漢磊,5534長虹,2010春源,,,,,,,,
9,"('4736泰博', 7)",9938百和,4576大銀微系統,1101台泥,1789神隆,9938百和,5347世界,4904遠傳,2897王道銀行,,2330台積電,2704國賓,6180橘子,,,,,,,,
10,"('6409旭隼', 7)",8917欣泰,6510精測,1532勤美,6472保瑞,1722台肥,2801彰銀,5347世界,2905三商,,5274信驊,6488環球晶,1605華新,,,,,,,,
11,"('4904遠傳', 7)",3152璟德,3152璟德,1614三洋電,5269祥碩,4576大銀微系統,5876上海商銀,2801彰銀,2915潤泰全,,6182合晶,1560中砂,1722台肥,,,,,,,,
