,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-09-30),連續三年EPS均大於0且近一季EPS也大於0(2022-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-09-30),近6月累積營收年增率連2個月增加(2022-11-10),近12月累積營收年增率連2個月增加(2022-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-09-30),ROE連續三季成長，且近一季ROE>10%(2022-09-30),毛利率連續三季成長，且近一季毛利率>25%(2022-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2308台達電', 11)",2383台光電,5478智冠,2383台光電,2912統一超,2383台光電,2330台積電,2330台積電,1234黑松,2727王品,3023信邦,2330台積電,2383台光電,2383台光電,2383台光電,2303聯電,1301台塑,2383台光電,2106建大,5871中租-KY,
1,"('6472保瑞', 11)",4927泰鼎-KY,3030德律,1723中碳,9937全國,1723中碳,2317鴻海,2317鴻海,1310台苯,2501國建,9904寶成,2308台達電,2834臺企銀,6669緯穎,1723中碳,3661世芯-KY,1312國喬,2838聯邦銀,2206三陽工業,6146耕興,
2,"('6643M31', 10)",6669緯穎,2912統一超,2834臺企銀,3023信邦,2027大成鋼,2308台達電,2308台達電,1532勤美,3576聯合再生,6803崑鼎,6409旭隼,2103台橡,1301台塑,2834臺企銀,4968立積,1314中石化,4128中天,2867三商壽,2605新興,
3,"('1476儒鴻', 9)",3030德律,9911櫻花,4927泰鼎-KY,2227裕日車,5534長虹,3008大立光,3008大立光,1714和桐,9958世紀鋼,2330台積電,1256鮮活果汁-KY,5534長虹,8415大國鋼,2027大成鋼,2812台中銀,1477聚陽,8086宏捷科,2332友訊,,
4,"('4551智伸科', 9)",2912統一超,4128中天,5478智冠,2886兆豐金,5478智冠,2207和泰車,1216統一,1718中纖,6166凌華,2059川湖,2303聯電,5478智冠,4919新唐,2103台橡,3017奇鋐,1503士電,8926台汽電,1218泰山,,
5,"('6533晶心科', 9)",9937全國,6411晶焱,6669緯穎,2707晶華,3030德律,2382廣達,3711日月光投控,2201裕隆,6443元晶,1256鮮活果汁-KY,3189景碩,6669緯穎,2727王品,5534長虹,6643M31,1717長興,6491晶碩,2851中再保,,
6,"('3661世芯-KY', 9)",8150南茂,2108南帝,3030德律,1711永光,1301台塑,6488環球晶,2207和泰車,2357華碩,4157太景*-KY,2303聯電,4968立積,4128中天,2606裕民,4174浩鼎,2408南亞科,1718中纖,1565精華,4438廣越,,
7,"('2330台積電', 9)",9911櫻花,8415大國鋼,9933中鼎,2308台達電,8150南茂,2892第一金,6488環球晶,2605新興,1307三芳,3653健策,6561是方,2108南帝,2379瑞昱,4927泰鼎-KY,1795美時,2006東和鋼鐵,4943康控-KY,,,
8,"('3022威強電', 9)",3023信邦,8464億豐,1301台塑,6409旭隼,9911櫻花,5880合庫金,2912統一超,2836高雄銀,4142國光生,4551智伸科,6488環球晶,8415大國鋼,2890永豐金,5478智冠,8046南電,2206三陽工業,2851中再保,,,
9,"('2707晶華', 9)",6411晶焱,3014聯陽,2912統一超,1201味全,3023信邦,1101台泥,1101台泥,2838聯邦銀,9943好樂迪,9802鈺齊-KY,9908大台北,1229聯華,1402遠東新,2881富邦金,2338光罩,2308台達電,8358金居,,,
10,"('6146耕興', 8)",2108南帝,4919新唐,1503士電,3661世芯-KY,6411晶焱,2885元大金,5871中租-KY,2845遠東銀,6451訊芯-KY,3017奇鋐,8046南電,3374精材,2353宏碁,6669緯穎,2603長榮,2312金寶,3217優群,,,
11,"('2206三陽工業', 8)",8464億豐,2727王品,2354鴻準,2340光磊,2108南帝,2880華南金,5876上海商銀,2851中再保,2367燿華,5425台半,1476儒鴻,2227裕日車,2845遠東銀,3030德律,2889國票金,2353宏碁,5287數字,,,
12,"('5903全家', 8)",6278台表科,2344華邦電,9937全國,3653健策,8415大國鋼,5876上海商銀,2633台灣高鐵,2881富邦金,9910豐泰,8069元太,2903遠百,2439美律,2352佳世達,9933中鼎,,2367燿華,,,,
13,"('3017奇鋐', 8)",2227裕日車,8404百和興業-KY,8150南茂,9958世紀鋼,8464億豐,2633台灣高鐵,9910豐泰,2883開發金,8462柏文,3450聯鈞,3022威強電,1582信錦,2303聯電,1301台塑,,2408南亞科,,,,
14,"('1256鮮活果汁-KY', 8)",6803崑鼎,2330台積電,9911櫻花,5274信驊,1229聯華,9910豐泰,2345智邦,2885元大金,6153嘉聯益,3532台勝科,5289宜鼎,1104環泥,2201裕隆,2912統一超,,2412中華電,,,,
15,"('6269台郡', 8)",2439美律,5306桂盟,3023信邦,6443元晶,3374精材,2345智邦,2474可成,2889國票金,2545皇翔,6472保瑞,6146耕興,2392正崴,5434崇越,1503士電,,2421建準,,,,
16,"('3653健策', 8)",3014聯陽,6582申豐,6411晶焱,8917欣泰,2227裕日車,2474可成,2105正新,3703欣陸,1110東泥,1476儒鴻,3413京鼎,3708上緯投控,1513中興電,2354鴻準,,2481強茂,,,,
17,"('1216統一', 8)",2330台積電,4966譜瑞-KY,2108南帝,1789神隆,6803崑鼎,2105正新,3037欣興,4943康控-KY,2388威盛,3529力旺,3037欣興,2727王品,2404漢唐,9937全國,,2547日勝生,,,,
18,"('3533嘉澤', 8)",6456GIS-KY,2059川湖,8415大國鋼,3380明泰,2504國產,6669緯穎,6669緯穎,,2239英利-KY,2356英業達,2607榮運,3682亞太電,4147中裕,8150南茂,,2605新興,,,,
19,"('9917中保科', 8)",5306桂盟,2547日勝生,8464億豐,6561是方,6756威鋒電子,5483中美晶,4958臻鼎-KY,,3552同致,6548長科*,6533晶心科,8404百和興業-KY,2809京城銀,9911櫻花,,2610華航,,,,
20,"('6279胡連', 8)",4966譜瑞-KY,2707晶華,9904寶成,4576大銀微系統,3014聯陽,9921巨大,5269祥碩,,,3022威強電,2498宏達電,1907永豐餘,4958臻鼎-KY,3023信邦,,2637慧洋-KY,,,,
21,"('2303聯電', 8)",2059川湖,2379瑞昱,1229聯華,8069元太,1104環泥,9904寶成,1476儒鴻,,,1216統一,,2836高雄銀,4551智伸科,6411晶焱,,2812台中銀,,,,
22,"('6277宏正', 8)",3005神基,8482商億-KY,6278台表科,6244茂迪,4919新唐,2360致茂,5483中美晶,,,6146耕興,,6456GIS-KY,5531鄉林,2108南帝,,2889國票金,,,,
23,"('8255朋程', 8)",2707晶華,3705永信,3374精材,6643M31,2344華邦電,2834臺企銀,9921巨大,,,4904遠傳,,1312國喬,2357華碩,8415大國鋼,,2891中信金,,,,
24,"('6488環球晶', 8)",6121新普,2534宏盛,2227裕日車,3260威剛,2330台積電,9914美利達,9904寶成,,,3376新日興,,2547日勝生,4142國光生,8464億豐,,2913農林,,,,
25,"('4968立積', 8)",2379瑞昱,9925新保,6803崑鼎,8908欣雄,2104國際中橡,2542興富發,2360致茂,,,8039台虹,,2707晶華,3217優群,9904寶成,,3017奇鋐,,,,
26,"('3023信邦', 8)",8482商億-KY,2308台達電,2823中壽,3443創意,5306桂盟,5903全家,2834臺企銀,,,9945潤泰新,,2379瑞昱,1315達新,1229聯華,,3049和鑫,,,,
27,"('1795美時', 8)",3705永信,6409旭隼,2034允強,1227佳格,6582申豐,6176瑞儀,9914美利達,,,2915潤泰全,,1711永光,6643M31,6278台表科,,4137麗豐-KY,,,,
28,"('9940信義', 7)",3036文曄,2540愛山林,2439美律,2633台灣高鐵,4966譜瑞-KY,3532台勝科,6121新普,,,,,2890永豐金,8908欣雄,3374精材,,4142國光生,,,,
29,"('5425台半', 7)",2308台達電,1256鮮活果汁-KY,2504國產,2231為升,2059川湖,3023信邦,5903全家,,,,,8482商億-KY,3008大立光,6803崑鼎,,4157太景*-KY,,,,
30,"('6561是方', 7)",3596智易,1707葡萄王,3014聯陽,3218大學光,2606裕民,1907永豐餘,6176瑞儀,,,,,1726永記,3450聯鈞,6505台塑化,,4736泰博,,,,
31,"('5483中美晶', 7)",6409旭隼,2360致茂,1582信錦,8454富邦媒,2707晶華,1477聚陽,2923鼎固-KY,,,,,2534宏盛,6223旺矽,2823中壽,,4927泰鼎-KY,,,,
32,"('8069元太', 7)",1256鮮活果汁-KY,5530龍巖,1104環泥,3152璟德,6121新普,6269台郡,2313華通,,,,,3036文曄,1303南亞,2034允強,,5371中光電,,,,
33,"('9910豐泰', 7)",3044健鼎,2428興勤,3708上緯投控,8462柏文,6531愛普,2201裕隆,3532台勝科,,,,,3545敦泰,6177達麗,2439美律,,6147頎邦,,,,
